Nd			Dg			Cq			Cc			H1			Sn
169039			3			2			0			841			3
490			3			2			0			841			2
491			1			2			1			841			1
4414			11			3			0.09			841			4
31382			11			3			0.05			841			4
492			2			2			0			841			2
493			3			2			0			841			2
141973			4			3			0.17			841			3
109263			6			3			0.07			841			3
175653			1			2			1			841			1
494			9			3			0.11			841			4
495			5			2			0			841			3
12110			5			2			0			841			3
18654			2			2			0			841			2
34326			25			4			0.03			841			10
34983			7			3			0.1			841			4
53000			4			3			0.5			841			4
57163			12			3			0.09			841			4
119023			2			2			0			841			2
24836			5			3			0.1			841			3
24837			4			2			0			841			3
139150			4			2			0			841			3
167533			2			2			0			841			2
496			15			5			0.27			841			6
497			4			3			0.33			841			3
526			4			3			0.33			841			2
5209			18			5			0.16			841			6
5466			11			5			0.29			841			6
5467			5			5			0.9			841			5
7462			56			5			0.06			841			11
7463			17			5			0.21			841			6
11671			5			4			0.5			841			3
23240			16			5			0.25			841			6
42090			7			5			0.67			841			5
76903			12			4			0.12			841			5
104273			7			4			0.38			841			6
142200			2			2			0			841			2
147352			8			3			0.07			841			2
11889			5			3			0.4			841			3
21577			3			3			0.67			841			3
498			49			7			0.1			841			16
499			72			7			0.05			841			14
4706			4			2			0			841			4
11556			11			3			0.05			841			5
11557			7			3			0.19			841			5
13847			53			6			0.09			841			14
15976			78			5			0.08			841			18
17913			11			3			0.02			841			9
18608			40			4			0.07			841			16
32713			25			5			0.13			841			14
34203			9			4			0.22			841			8
34205			31			6			0.18			841			16
36601			31			5			0.05			841			8
37642			23			7			0.33			841			12
40457			29			4			0.09			841			9
43304			7			3			0.05			841			6
57417			10			3			0.11			841			5
67475			8			3			0.11			841			5
75339			29			3			0.01			841			15
75476			45			4			0.05			841			16
78928			10			3			0.13			841			3
81122			15			5			0.1			841			5
84734			12			5			0.36			841			8
88060			2			2			0			841			2
89953			5			3			0.1			841			5
102417			17			4			0.15			841			11
104483			5			3			0.1			841			5
116622			5			3			0.2			841			3
160023			2			2			0			841			2
184118			2			2			0			841			2
1939			52			6			0.04			841			15
3531			37			5			0.08			841			14
3916			28			3			0.01			841			11
4882			61			7			0.05			841			12
5269			35			7			0.11			841			16
5777			137			5			0.03			841			15
6323			9			2			0			841			8
9719			22			5			0.16			841			6
9720			43			5			0.06			841			13
9861			4			5			1.0			841			4
10336			61			5			0.04			841			16
11112			7			5			0.57			841			5
13475			21			4			0.09			841			10
14801			5			3			0.2			841			3
22246			10			3			0.04			841			7
23344			4			3			0.33			841			3
23345			9			4			0.19			841			4
23346			4			3			0.33			841			3
23347			5			4			0.5			841			4
23348			6			3			0.13			841			3
23349			6			4			0.27			841			3
23358			7			3			0.14			841			6
25316			33			4			0.09			841			14
25676			3			3			0.33			841			2
25996			6			5			0.47			841			4
26348			44			6			0.08			841			16
26383			6			3			0.07			841			6
30867			13			3			0.09			841			6
36597			18			3			0.03			841			12
36614			11			4			0.13			841			5
36842			12			3			0.06			841			5
43303			14			4			0.08			841			8
51373			45			7			0.08			841			16
53997			19			6			0.23			841			7
54485			5			5			0.9			841			5
54487			3			3			0.67			841			3
54488			4			3			0.33			841			3
54489			6			4			0.4			841			5
55590			4			4			0.83			841			4
56744			26			3			0.02			841			11
60435			25			4			0.06			841			12
61772			15			3			0.02			841			11
70147			41			4			0.06			841			10
73320			26			3			0.02			841			10
75112			4			4			0.67			841			3
79363			11			4			0.15			841			9
79713			2			2			0			841			2
90829			40			3			0.01			841			11
101207			4			4			0.83			841			4
106850			6			2			0			841			6
106870			15			3			0.06			841			9
113665			35			6			0.1			841			7
121880			3			4			1.0			841			3
125521			5			3			0.1			841			5
145461			4			2			0			841			3
146045			2			2			0			841			2
146684			5			4			0.3			841			4
160568			2			3			1.0			841			2
500			21			3			0.08			841			6
501			5			3			0.4			841			5
517			5			3			0.4			841			5
4678			76			4			0.03			841			13
5510			27			5			0.09			841			17
12171			4			2			0			841			4
12460			24			4			0.08			841			17
13092			46			5			0.06			841			18
19258			7			3			0.38			841			5
31862			77			4			0.04			841			13
32591			10			3			0.16			841			5
33415			4			2			0			841			4
42686			25			4			0.07			841			17
48174			5			3			0.2			841			4
56928			7			3			0.29			841			5
90999			5			3			0.2			841			4
92084			4			2			0			841			4
123024			4			3			0.67			841			4
124023			2			2			0			841			2
131573			5			3			0.5			841			5
150829			5			2			0			841			4
158735			4			2			0			841			4
23885			18			3			0.05			841			5
39289			16			3			0.04			841			5
56927			16			3			0.03			841			5
503			34			3			0.01			841			6
504			7			3			0.19			841			6
3836			8			3			0.11			841			4
4530			9			3			0.06			841			5
9022			84			8			0.06			841			21
10203			12			3			0.03			841			6
14683			6			3			0.07			841			3
27445			11			3			0.04			841			5
38158			5			3			0.1			841			4
39500			16			3			0.07			841			5
46583			14			3			0.07			841			8
46586			8			3			0.25			841			5
52222			18			4			0.07			841			8
52369			8			4			0.14			841			6
55143			23			4			0.08			841			8
61414			9			3			0.08			841			3
63047			5			3			0.1			841			4
63989			7			3			0.1			841			6
64227			5			3			0.1			841			4
65850			4			2			0			841			3
75869			4			2			0			841			3
80568			12			4			0.21			841			6
80824			20			4			0.07			841			6
82568			7			3			0.05			841			4
103107			14			3			0.07			841			8
103622			8			3			0.11			841			4
105466			15			3			0.04			841			6
106224			8			2			0			841			4
108388			2			2			0			841			2
126518			7			3			0.05			841			6
126839			2			2			0			841			2
127754			5			3			0.2			841			5
128948			6			3			0.07			841			6
132952			12			3			0.03			841			6
150997			8			3			0.04			841			4
3747			26			4			0.09			841			6
42251			52			5			0.03			841			10
43611			15			4			0.12			841			6
52224			17			4			0.1			841			6
67152			23			4			0.08			841			6
505			7			3			0.1			841			5
506			14			4			0.16			841			6
2446			4			2			0			841			3
7739			42			5			0.06			841			6
21767			10			4			0.11			841			5
29287			24			4			0.16			841			6
30955			8			4			0.29			841			5
46093			12			3			0.08			841			5
2445			51			5			0.09			841			6
2815			24			4			0.09			841			6
2816			17			4			0.16			841			6
3855			13			4			0.23			841			6
9067			25			4			0.1			841			6
22440			11			3			0.11			841			6
43250			26			5			0.13			841			6
74674			8			4			0.32			841			6
81975			7			3			0.05			841			5
141619			2			2			0			841			2
142132			2			2			0			841			2
142161			1			2			1			841			1
507			4			3			0.17			841			2
508			1			2			1			841			1
65498			10			3			0.16			841			4
85780			4			3			0.17			841			3
148106			2			3			1.0			841			2
6117			82			11			0.14			841			22
17426			12			7			0.26			841			11
18673			34			5			0.08			841			17
28598			19			7			0.33			841			11
40958			12			3			0.08			841			10
45514			41			6			0.11			841			19
47808			50			5			0.06			841			19
62934			8			3			0.18			841			7
97243			6			4			0.47			841			6
147200			7			3			0.14			841			4
846			36			8			0.2			841			13
1170			18			7			0.45			841			13
1171			25			9			0.37			841			15
1276			11			8			0.69			841			10
1290			10			7			0.67			841			9
2733			22			8			0.48			841			16
2849			166			14			0.03			841			21
5695			19			8			0.15			841			10
5696			119			12			0.07			841			16
7188			14			4			0.12			841			9
10600			22			9			0.27			841			9
11241			13			7			0.19			841			10
11244			10			6			0.22			841			9
11256			14			6			0.13			841			10
13087			10			7			0.51			841			6
13221			14			5			0.11			841			9
13629			36			9			0.27			841			19
13636			32			10			0.38			841			19
13637			32			9			0.34			841			17
16105			15			6			0.34			841			9
16934			22			9			0.45			841			15
20931			33			8			0.24			841			13
24069			9			5			0.42			841			7
24467			7			6			0.62			841			7
24469			27			6			0.07			841			6
26318			8			5			0.36			841			6
28639			5			4			0.3			841			3
28784			20			8			0.37			841			15
29458			22			4			0.08			841			9
31330			15			6			0.27			841			8
31399			23			6			0.1			841			9
34802			8			4			0.25			841			6
37033			64			6			0.06			841			19
42265			34			11			0.33			841			20
42802			5			4			0.6			841			5
49355			35			7			0.16			841			18
50159			21			7			0.4			841			15
57220			13			10			0.81			841			12
58069			14			7			0.37			841			9
61348			6			6			0.87			841			6
61556			4			3			0.33			841			4
75286			18			7			0.21			841			11
78071			17			5			0.21			841			9
78352			42			8			0.13			841			21
80243			17			7			0.28			841			9
105671			5			4			0.5			841			5
130186			6			5			0.53			841			6
141862			5			5			0.7			841			5
1800			96			8			0.08			841			23
1890			112			6			0.07			841			26
2235			162			7			0.04			841			26
2543			7			4			0.43			841			6
2683			76			7			0.08			841			17
5542			26			5			0.17			841			16
5947			24			5			0.19			841			18
6263			68			6			0.07			841			18
6419			15			4			0.13			841			9
6834			12			3			0.12			841			6
7132			23			6			0.13			841			15
8251			25			4			0.1			841			9
8601			37			5			0.06			841			19
8705			52			4			0.05			841			10
8987			17			3			0.04			841			6
10692			6			2			0			841			4
11353			44			6			0.1			841			19
11409			93			6			0.05			841			14
12245			15			5			0.26			841			9
12829			35			3			0.04			841			23
12988			14			5			0.2			841			9
14557			79			4			0.05			841			14
14776			61			4			0.02			841			19
17670			16			5			0.23			841			10
19152			88			4			0.02			841			19
19659			12			4			0.17			841			7
21682			89			4			0.01			841			16
21758			59			7			0.13			841			22
22297			19			4			0.14			841			13
24647			20			5			0.11			841			14
25675			29			5			0.17			841			18
26419			81			6			0.09			841			26
27937			7			4			0.38			841			5
28256			10			3			0.09			841			9
28367			16			3			0.03			841			14
28481			17			4			0.12			841			9
30268			85			6			0.02			841			16
31061			7			5			0.57			841			7
31616			30			4			0.07			841			16
33981			11			5			0.42			841			11
34145			7			4			0.52			841			7
34257			7			4			0.52			841			7
34351			86			4			0.04			841			26
34676			15			4			0.21			841			9
35598			29			4			0.04			841			6
35705			5			4			0.7			841			5
37565			29			4			0.06			841			8
38489			23			4			0.12			841			10
38739			85			4			0.02			841			18
42535			16			5			0.23			841			11
49235			17			4			0.04			841			9
49659			52			5			0.06			841			26
50360			4			3			0.33			841			4
50862			19			5			0.13			841			12
50906			15			4			0.21			841			10
53111			21			3			0.04			841			16
53539			15			4			0.18			841			9
54243			22			4			0.03			841			16
54279			7			3			0.14			841			7
56110			18			4			0.12			841			11
60606			8			4			0.25			841			4
60804			38			3			0.02			841			16
63915			17			6			0.26			841			16
67894			6			2			0			841			5
68055			11			3			0.13			841			8
72421			4			3			0.17			841			4
75378			9			5			0.44			841			9
78874			7			2			0			841			5
80376			8			3			0.07			841			8
80704			7			2			0			841			4
86916			6			4			0.6			841			6
87543			13			4			0.22			841			9
88130			21			4			0.07			841			16
88424			2			2			0			841			2
96825			6			4			0.4			841			6
107971			17			4			0.04			841			8
111288			6			4			0.6			841			6
115210			12			3			0.08			841			9
128435			7			3			0.05			841			6
4717			11			3			0.07			841			5
5036			25			5			0.13			841			7
118351			23			4			0.05			841			8
185119			2			2			0			841			2
14229			24			4			0.11			841			8
23251			4			3			0.17			841			4
29047			6			3			0.2			841			4
56518			18			5			0.16			841			6
65552			18			3			0.03			841			5
66668			5			3			0.2			841			4
82524			5			3			0.2			841			4
97768			8			3			0.18			841			5
109494			13			4			0.08			841			5
134351			8			5			0.39			841			6
142480			4			3			0.17			841			4
515			28			4			0.04			841			18
516			8			4			0.25			841			5
986			124			7			0.06			841			26
1483			193			5			0.02			841			19
1912			42			4			0.04			841			18
3865			142			5			0.02			841			19
10591			33			5			0.05			841			17
12719			58			4			0.02			841			17
14738			50			6			0.08			841			21
14844			70			7			0.08			841			19
18496			121			6			0.06			841			26
24104			51			6			0.1			841			19
24144			54			5			0.05			841			19
24742			44			9			0.14			841			11
27037			26			4			0.04			841			16
52240			58			4			0.03			841			17
103645			15			3			0.05			841			12
141118			2			2			0			841			2
25472			24			4			0.12			841			5
35433			3			3			0.33			841			2
42983			6			4			0.33			841			4
43324			13			3			0.09			841			5
44138			5			4			0.6			841			5
66866			9			3			0.17			841			5
68115			19			4			0.15			841			6
518			44			4			0.03			841			13
519			9			3			0.08			841			6
2526			4			3			0.33			841			4
2836			66			6			0.09			841			16
2990			40			5			0.11			841			11
10180			7			3			0.14			841			6
10390			43			5			0.06			841			8
11726			17			4			0.18			841			6
11745			5			3			0.2			841			4
11990			15			3			0.1			841			8
14013			33			3			0.03			841			11
16743			8			4			0.11			841			6
22321			17			6			0.28			841			10
25941			19			5			0.15			841			6
28606			12			4			0.18			841			5
32688			4			3			0.17			841			3
35627			20			3			0.04			841			4
36466			23			4			0.05			841			10
37501			3			3			0.33			841			3
43288			58			7			0.14			841			15
52384			9			4			0.17			841			5
53058			23			4			0.1			841			5
55227			4			2			0			841			2
58897			15			3			0.14			841			8
78602			12			3			0.11			841			8
105171			14			4			0.13			841			7
2948			14			3			0.07			841			6
15597			15			3			0.06			841			6
22430			32			6			0.11			841			11
32410			6			3			0.2			841			3
39001			25			4			0.05			841			11
95822			3			3			0.33			841			2
117280			2			2			0			841			2
520			15			3			0.07			841			4
521			8			3			0.07			841			2
530			2			3			1.0			841			2
542			4			2			0			841			2
6016			6			3			0.07			841			4
29223			3			2			0			841			3
42072			9			3			0.03			841			6
50426			3			2			0			841			3
54171			3			2			0			841			3
86527			10			3			0.11			841			4
94951			2			3			1.0			841			2
96377			4			3			0.17			841			4
127808			6			3			0.07			841			4
137797			3			2			0			841			3
137850			6			3			0.07			841			4
142795			4			3			0.17			841			4
62727			4			2			0			841			2
